probe_date,sport_key,events_checked,bookmaker_count,lines,over_under_complete,credits_used,credits_remaining,verdict
2026-08-04T19:05:01.573999+00:00,soccer_italy_serie_a,3,0,,false,7,493,NO CORNER MARKET RETURNED
